-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2025 in LST
Location: latitude  31.1   longitude 77.17 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 897.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,RH2M,WS2M
2018,3,19,0.0,20.19,29.47,2.42
2018,3,20,0.01,21.98,30.1,1.85
2018,3,21,9.47,18.44,57.26,1.42
2018,3,22,1.72,18.25,55.09,1.42
2018,3,23,0.0,19.5,45.07,1.43
2018,3,24,0.0,20.45,40.79,2.07
2018,3,25,0.0,20.95,35.87,2.32
2018,3,26,0.0,21.92,26.96,2.22
2018,3,27,0.0,23.25,24.35,2.08
2018,3,28,0.0,23.88,23.81,2.09
2018,3,29,0.0,22.4,26.13,2.47
2018,3,30,0.0,23.54,20.05,1.68
2018,3,31,0.0,23.1,19.26,2.24
2018,4,1,0.0,22.14,24.97,1.8
2018,4,2,0.0,22.97,30.45,1.68
2018,4,3,0.74,23.27,34.75,1.69
2018,4,4,0.03,24.7,34.7,1.96
2018,4,5,0.12,25.56,36.91,1.72
2018,4,6,0.23,25.63,36.63,1.9
2018,4,7,1.79,24.33,38.72,1.26
2018,4,8,10.83,22.85,51.85,1.59
2018,4,9,3.31,22.31,54.21,1.38
2018,4,10,8.17,22.63,52.99,1.54
2018,4,11,7.51,22.83,53.02,0.96
2018,4,12,0.98,21.3,48.28,1.81
2018,4,13,0.0,22.28,35.32,1.87
2018,4,14,0.0,23.55,30.01,2.56
2018,4,15,0.0,24.85,33.89,2.39
2018,4,16,2.22,24.52,39.74,1.44
2018,4,17,0.57,25.35,35.45,2.35
2018,4,18,0.02,24.97,37.54,3.05
2018,4,19,3.67,25.45,32.01,2.57
2018,4,20,2.86,24.5,37.73,3.81
2018,4,21,0.0,22.02,40.63,2.25
2018,4,22,0.0,22.16,32.96,2.01
2018,4,23,0.0,24.09,29.29,2.62
2018,4,24,0.0,26.09,25.87,2.68
2018,4,25,0.0,27.52,24.5,2.11
2018,4,26,0.0,29.07,24.87,1.95
2018,4,27,0.12,28.82,25.78,2.06
2018,4,28,2.52,28.56,29.34,1.88
2018,4,29,0.35,28.29,28.53,2.22
2018,4,30,0.0,29.86,22.03,1.97
2018,5,1,0.05,29.33,23.79,2.14
2018,5,2,5.07,27.9,30.76,2.1
2018,5,3,0.38,27.64,32.02,1.84
2018,5,4,0.07,26.79,40.32,1.66
2018,5,5,0.25,27.8,33.73,2.34
2018,5,6,2.31,26.72,33.4,2.82
2018,5,7,3.13,25.64,39.0,1.65
2018,5,8,23.17,23.27,55.55,1.91
2018,5,9,0.3,24.5,38.02,2.13
2018,5,10,0.0,26.5,36.09,2.31
2018,5,11,0.0,29.0,30.73,2.3
2018,5,12,0.41,31.01,30.04,2.13
2018,5,13,4.17,29.24,36.78,2.24
2018,5,14,1.35,26.03,38.93,2.3
2018,5,15,0.0,27.76,35.75,1.96
2018,5,16,0.0,28.4,36.03,2.89
2018,5,17,0.0,28.93,30.25,2.81
2018,5,18,0.04,28.72,31.95,2.23
2018,5,19,0.02,29.13,29.95,2.54
2018,5,20,0.11,28.62,22.13,2.46
2018,5,21,0.0,29.06,18.75,2.66
2018,5,22,0.0,30.17,20.31,3.05
2018,5,23,0.0,30.62,18.68,2.45
2018,5,24,0.04,29.96,15.45,2.67
2018,5,25,0.0,30.47,15.36,2.92
2018,5,26,0.0,31.32,14.48,2.42
2018,5,27,0.04,31.45,15.57,2.16
2018,5,28,0.0,31.93,17.62,2.58
2018,5,29,0.0,32.15,16.23,2.16
2018,5,30,0.04,31.35,20.56,2.52
2018,5,31,0.09,31.93,24.47,2.33
2018,6,1,7.8,31.61,29.1,2.21
2018,6,2,2.78,28.76,44.0,2.16
2018,6,3,0.0,29.9,38.13,1.91
2018,6,4,0.0,30.95,40.31,2.51
2018,6,5,11.77,30.66,52.75,2.01
2018,6,6,5.66,29.81,57.27,1.8
2018,6,7,0.07,30.72,50.89,1.55
2018,6,8,6.33,30.62,51.37,2.08
2018,6,9,26.85,28.26,64.41,1.67
2018,6,10,4.66,29.13,57.43,1.88
2018,6,11,3.53,29.9,51.24,2.78
2018,6,12,0.29,31.64,37.02,2.7
2018,6,13,0.22,32.38,32.16,2.66
2018,6,14,6.79,31.34,43.16,2.77
2018,6,15,5.87,30.47,52.04,1.94
2018,6,16,15.09,29.13,59.93,1.86
2018,6,17,16.94,25.86,68.68,1.57
2018,6,18,0.02,27.55,55.53,2.44
2018,6,19,0.09,28.43,49.63,2.14
2018,6,20,0.13,30.23,41.0,1.7
2018,6,21,0.02,31.38,40.69,2.12
2018,6,22,1.0,31.79,38.63,1.87
2018,6,23,0.14,31.72,39.58,2.55
2018,6,24,0.0,31.53,38.94,2.61
2018,6,25,0.08,32.24,38.54,2.71
2018,6,26,7.89,30.61,50.1,1.45
2018,6,27,16.29,27.34,66.25,1.31
2018,6,28,24.95,26.33,75.23,1.92
2018,6,29,8.55,27.58,70.38,1.97
2018,6,30,3.3,28.18,66.2,1.69
2018,7,1,2.38,28.73,67.05,2.21
2018,7,2,37.82,28.06,75.27,2.48
2018,7,3,31.39,26.52,78.05,1.43
2018,7,4,10.39,25.45,79.44,1.97
2018,7,5,0.1,26.27,71.6,1.92
2018,7,6,0.0,27.08,68.06,1.97
2018,7,7,0.01,28.28,59.58,2.21
2018,7,8,0.85,29.42,56.27,1.97
2018,7,9,13.65,28.92,65.8,1.39
2018,7,10,12.23,27.87,76.31,1.54
2018,7,11,16.58,26.97,78.08,1.65
2018,7,12,8.23,27.39,76.31,1.66
2018,7,13,17.82,26.13,83.57,1.71
2018,7,14,4.54,25.49,86.95,1.61
2018,7,15,5.44,25.59,86.0,1.54
2018,7,16,18.62,25.83,85.86,1.74
2018,7,17,10.92,25.57,84.53,1.79
2018,7,18,8.07,26.66,79.48,1.53
2018,7,19,7.22,26.61,79.81,1.31
2018,7,20,7.19,26.26,82.45,0.98
2018,7,21,16.77,26.26,85.0,1.49
2018,7,22,3.83,24.9,89.61,2.16
2018,7,23,15.33,26.08,82.42,1.51
2018,7,24,5.89,26.16,83.57,1.7
2018,7,25,3.81,26.57,84.14,1.9
2018,7,26,24.69,24.74,91.23,1.66
2018,7,27,40.36,25.02,86.33,1.06
2018,7,28,21.83,24.95,88.88,1.52
2018,7,29,2.36,25.08,85.86,2.3
2018,7,30,1.23,25.29,82.89,2.22
2018,7,31,3.85,25.65,81.54,2.11
2018,8,1,1.59,25.53,78.16,1.92
2018,8,2,2.41,25.36,79.94,2.49
2018,8,3,8.11,26.03,75.0,1.87
2018,8,4,16.57,25.3,84.07,1.67
2018,8,5,19.95,24.71,88.75,1.78
2018,8,6,16.87,23.14,92.64,1.56
2018,8,7,17.42,23.6,88.65,1.39
2018,8,8,8.93,24.96,86.07,1.8
2018,8,9,6.15,25.86,80.85,1.42
2018,8,10,2.54,25.41,83.6,1.78
2018,8,11,2.44,25.76,83.83,1.91
2018,8,12,52.08,24.77,88.11,1.51
2018,8,13,64.4,23.33,90.09,0.86
2018,8,14,2.33,24.54,87.87,1.75
2018,8,15,0.38,25.57,86.02,1.44
2018,8,16,0.08,25.27,87.4,0.93
2018,8,17,12.75,25.61,84.21,1.32
2018,8,18,9.14,25.39,84.7,1.41
2018,8,19,3.12,25.36,86.93,1.87
2018,8,20,7.85,25.73,85.78,1.38
2018,8,21,29.32,24.79,90.85,1.52
2018,8,22,21.92,24.97,91.1,1.78
2018,8,23,16.39,24.82,90.76,1.81
2018,8,24,15.12,24.96,86.25,1.75
2018,8,25,3.26,25.26,84.22,1.93
2018,8,26,1.57,24.66,84.28,1.46
2018,8,27,8.57,25.22,84.75,1.59
2018,8,28,4.59,25.17,83.14,1.12
2018,8,29,5.11,24.53,87.22,1.3
2018,8,30,8.07,24.63,86.74,1.35
2018,8,31,3.3,25.65,81.52,1.35
2018,9,1,7.26,24.99,82.26,1.1
2018,9,2,9.16,23.19,89.53,1.07
2018,9,3,12.95,23.14,88.26,0.71
2018,9,4,4.41,23.85,86.71,1.15
2018,9,5,4.88,24.62,82.35,1.27
2018,9,6,8.57,26.14,75.85,0.78
2018,9,7,10.48,25.18,83.4,0.95
2018,9,8,15.02,24.36,87.56,0.9
2018,9,9,11.53,24.12,89.52,1.44
2018,9,10,9.03,24.21,89.03,1.26
2018,9,11,7.61,24.12,87.99,1.64
2018,9,12,4.19,24.0,82.49,1.58
2018,9,13,12.7,23.4,80.98,1.37
2018,9,14,3.3,23.26,77.56,1.36
2018,9,15,0.05,22.55,78.78,1.56
2018,9,16,0.0,21.29,81.03,2.08
2018,9,17,0.0,21.62,76.75,2.02
2018,9,18,0.0,21.59,75.89,1.84
2018,9,19,0.01,22.44,74.24,1.86
2018,9,20,0.05,23.79,72.19,1.16
2018,9,21,2.55,24.01,78.06,1.04
2018,9,22,50.5,21.52,87.65,1.02
2018,9,23,30.68,20.84,90.84,1.81
2018,9,24,68.49,20.62,89.26,1.92
2018,9,25,28.54,21.42,87.13,1.66
2018,9,26,0.0,21.75,87.44,1.87
2018,9,27,0.0,22.03,83.7,1.66
2018,9,28,0.43,22.31,76.79,1.41
2018,9,29,0.24,22.03,74.67,1.43
2018,9,30,0.0,21.58,79.12,1.76
2018,10,1,0.0,21.93,75.48,1.75
2018,10,2,0.0,22.04,72.27,1.41
2018,10,3,0.0,21.88,71.68,1.47
2018,10,4,0.0,20.95,70.4,1.36
2018,10,5,0.0,20.52,69.84,1.49
2018,10,6,0.0,20.82,68.25,1.57
2018,10,7,0.0,20.25,68.48,1.52
2018,10,8,0.0,20.17,70.24,1.61
2018,10,9,0.02,20.51,69.52,1.35
2018,10,10,2.91,20.36,76.11,1.44
2018,10,11,7.09,20.11,80.83,1.44
2018,10,12,0.0,18.62,72.8,1.27
2018,10,13,0.0,18.31,71.62,1.4
2018,10,14,0.0,18.18,67.27,1.69
2018,10,15,0.0,18.5,65.31,1.57
2018,10,16,0.0,19.48,59.47,1.27
2018,10,17,0.0,20.45,58.2,1.18
2018,10,18,0.0,20.16,57.13,1.11
2018,10,19,0.0,18.73,65.88,1.52
2018,10,20,0.0,18.34,62.62,1.36
2018,10,21,0.0,17.85,61.9,1.46
2018,10,22,0.0,17.62,62.07,1.68
2018,10,23,0.0,17.41,59.06,1.53
2018,10,24,0.0,17.13,60.32,1.53
2018,10,25,0.0,17.02,60.71,1.46
2018,10,26,0.0,17.28,61.41,1.54
2018,10,27,0.0,17.74,62.42,1.6
2018,10,28,0.0,17.76,64.45,1.64
2018,10,29,0.0,18.68,64.47,1.52
2018,10,30,0.0,18.39,66.39,1.26
2018,10,31,0.0,18.44,65.57,1.22
2018,11,1,0.0,18.54,66.14,1.05
2018,11,2,1.67,18.25,70.88,1.44
2018,11,3,11.1,16.1,81.16,1.92
2018,11,4,0.43,15.65,79.02,1.37
2018,11,5,0.0,14.99,69.49,1.34
2018,11,6,0.0,13.79,62.09,1.9
2018,11,7,0.0,15.21,49.58,1.32
2018,11,8,0.0,15.75,54.77,1.33
2018,11,9,0.0,16.22,52.6,1.15
2018,11,10,0.0,15.45,55.15,1.29
2018,11,11,0.0,16.78,50.94,1.31
2018,11,12,0.07,17.89,54.25,1.31
2018,11,13,0.56,16.95,64.04,1.36
2018,11,14,10.9,15.67,65.5,1.27
2018,11,15,0.15,13.59,72.05,1.58
2018,11,16,0.0,13.39,61.93,1.98
2018,11,17,0.0,14.01,54.09,1.8
2018,11,18,0.0,15.18,52.0,1.34
2018,11,19,0.0,16.36,56.94,1.27
2018,11,20,0.0,15.19,61.28,1.72
2018,11,21,0.0,14.91,58.06,1.65
2018,11,22,0.0,14.64,54.9,1.22
2018,11,23,0.0,13.82,59.48,2.03
2018,11,24,0.0,14.1,56.21,1.88
2018,11,25,0.0,14.81,54.16,1.46
2018,11,26,0.0,15.03,53.35,1.6
2018,11,27,0.0,15.19,57.11,0.89
2018,11,28,0.0,15.61,61.34,1.1
2018,11,29,0.0,14.04,60.12,1.35
2018,11,30,0.0,13.86,56.89,1.59
2018,12,1,0.0,13.77,52.98,1.61
2018,12,2,0.0,13.54,52.68,1.44
2018,12,3,0.0,13.0,56.94,1.57
2018,12,4,0.0,13.1,56.59,1.27
2018,12,5,0.0,12.51,58.46,1.36
2018,12,6,0.0,11.74,62.62,1.55
2018,12,7,0.0,10.96,60.24,1.63
2018,12,8,0.0,11.61,57.08,1.24
2018,12,9,0.0,11.97,55.3,1.27
2018,12,10,0.01,12.33,56.32,1.43
2018,12,11,1.33,11.81,65.8,1.05
2018,12,12,7.3,9.1,82.43,1.38
2018,12,13,1.18,8.71,81.36,1.3
2018,12,14,0.0,9.58,70.69,1.36
2018,12,15,0.0,9.81,54.66,1.54
2018,12,16,0.0,10.51,46.53,1.46
2018,12,17,0.0,11.69,42.94,1.39
2018,12,18,0.0,11.0,45.32,1.58
2018,12,19,0.0,10.54,46.97,1.48
2018,12,20,0.0,10.56,43.78,1.51
2018,12,21,0.0,10.36,39.17,1.55
2018,12,22,0.0,11.08,36.85,1.19
2018,12,23,0.0,10.17,47.31,1.4
2018,12,24,0.0,9.89,49.3,1.21
2018,12,25,0.0,8.29,54.11,1.69
2018,12,26,0.03,8.4,49.28,1.47
2018,12,27,0.04,6.95,54.51,1.76
2018,12,28,0.0,7.16,46.15,1.61
2018,12,29,0.0,8.09,41.46,1.78
2018,12,30,0.0,9.72,42.75,1.39
2018,12,31,0.0,9.88,50.31,1.84
2019,1,1,0.02,10.73,45.48,1.29
2019,1,2,0.11,10.5,56.92,1.5
2019,1,3,0.0,9.17,60.45,1.65
2019,1,4,0.07,9.89,51.31,1.27
2019,1,5,0.6,9.66,63.06,1.65
2019,1,6,3.99,6.34,83.98,1.55
2019,1,7,0.0,8.85,67.66,1.41
2019,1,8,0.0,10.11,57.2,1.47
2019,1,9,0.0,9.68,58.78,1.96
2019,1,10,0.0,10.4,50.11,1.14
2019,1,11,0.0,10.33,58.6,1.42
2019,1,12,0.77,10.02,62.92,1.17
2019,1,13,3.16,8.63,65.64,1.5
2019,1,14,0.0,7.52,46.91,2.3
2019,1,15,0.0,9.27,39.66,1.73
2019,1,16,0.0,12.59,39.57,1.09
2019,1,17,0.0,11.28,54.11,1.56
2019,1,18,0.0,11.02,43.48,1.54
2019,1,19,0.0,13.02,56.81,1.14
2019,1,20,0.06,14.84,52.65,1.14
2019,1,21,6.52,12.99,63.08,2.08
2019,1,22,36.5,7.4,89.13,3.21
2019,1,23,2.51,7.97,78.91,1.25
2019,1,24,0.05,7.91,69.11,1.53
2019,1,25,5.69,5.31,71.46,1.2
2019,1,26,0.05,6.08,58.3,1.24
2019,1,27,0.36,6.27,57.82,1.2
2019,1,28,0.02,6.66,55.55,1.75
2019,1,29,0.0,7.83,45.14,1.76
2019,1,30,1.59,8.77,59.59,1.43
2019,1,31,4.01,9.65,74.03,1.98
2019,2,1,1.82,8.9,70.67,1.75
2019,2,2,0.0,10.33,62.86,1.36
2019,2,3,0.0,11.11,52.45,1.35
2019,2,4,0.0,12.77,45.29,1.27
2019,2,5,0.0,13.51,52.16,1.42
2019,2,6,0.41,12.83,69.14,2.86
2019,2,7,36.87,10.9,90.94,4.17
2019,2,8,7.31,6.55,76.27,1.7
2019,2,9,0.01,7.93,61.99,1.64
2019,2,10,0.0,8.89,58.22,1.22
2019,2,11,0.0,12.34,55.3,1.3
2019,2,12,0.0,13.03,57.46,1.16
2019,2,13,0.0,14.41,62.34,1.13
2019,2,14,12.43,13.64,74.8,2.19
2019,2,15,11.18,11.02,83.69,1.51
2019,2,16,0.02,10.18,77.47,1.43
2019,2,17,0.1,9.6,65.4,1.62
2019,2,18,12.4,10.92,70.68,1.76
2019,2,19,3.89,10.36,74.15,2.16
2019,2,20,4.97,11.45,69.07,2.77
2019,2,21,12.44,13.75,78.29,3.04
2019,2,22,1.57,13.56,77.67,1.26
2019,2,23,0.0,11.46,66.76,1.64
2019,2,24,0.0,12.31,57.36,1.49
2019,2,25,0.0,10.83,57.08,1.29
2019,2,26,2.69,10.62,61.84,2.06
2019,2,27,7.83,6.73,81.03,1.58
2019,2,28,0.04,8.12,69.1,1.67
2019,3,1,0.0,10.1,62.94,1.76
2019,3,2,10.61,10.59,71.88,2.24
2019,3,3,6.42,11.6,77.6,1.41
2019,3,4,6.33,12.29,77.01,1.34
2019,3,5,0.44,11.7,74.6,1.4
2019,3,6,0.0,11.92,68.7,1.63
2019,3,7,0.02,12.49,62.5,1.7
2019,3,8,0.16,12.17,57.99,1.28
2019,3,9,0.0,13.34,63.63,1.68
2019,3,10,0.0,13.98,58.87,1.48
2019,3,11,9.2,13.52,63.69,2.96
2019,3,12,0.5,14.09,68.3,1.6
2019,3,13,0.43,13.69,64.4,1.32
2019,3,14,5.61,13.68,67.21,1.47
2019,3,15,0.96,13.54,64.34,1.39
2019,3,16,0.07,15.62,57.16,1.32
2019,3,17,0.93,17.14,57.05,1.5
2019,3,18,0.02,16.73,59.14,1.62
2019,3,19,0.01,17.03,54.85,1.56
2019,3,20,3.92,17.26,58.61,2.4
2019,3,21,0.47,17.02,57.31,1.47
2019,3,22,0.02,16.01,54.64,2.08
2019,3,23,0.0,14.9,56.85,2.37
2019,3,24,0.09,17.14,60.93,1.82
2019,3,25,3.34,17.07,61.84,1.18
2019,3,26,0.03,17.86,57.42,2.4
2019,3,27,0.0,18.87,50.28,2.19
2019,3,28,0.0,20.88,53.03,1.76
2019,3,29,0.0,22.37,51.82,1.99
2019,3,30,0.0,23.05,42.58,1.39
2019,3,31,0.0,21.52,38.58,1.91
2019,4,1,0.0,20.29,40.88,2.17
2019,4,2,0.0,21.4,38.06,1.93
2019,4,3,0.0,22.2,40.85,2.26
2019,4,4,0.0,24.17,44.58,2.09
2019,4,5,0.0,24.15,48.52,1.58
2019,4,6,0.05,24.31,49.24,1.81
2019,4,7,0.01,24.52,40.78,1.71
2019,4,8,7.98,22.49,45.4,1.33
2019,4,9,0.15,23.18,43.19,1.85
2019,4,10,0.0,24.81,44.7,2.23
2019,4,11,0.0,24.34,41.41,2.04
2019,4,12,0.0,24.78,43.17,1.77
2019,4,13,0.0,23.79,46.96,2.29
2019,4,14,0.0,24.58,43.72,2.34
2019,4,15,0.0,25.86,40.55,2.14
2019,4,16,1.9,21.4,59.78,1.7
2019,4,17,14.88,17.08,80.43,2.22
2019,4,18,9.01,18.27,61.72,1.45
2019,4,19,0.0,20.54,54.79,1.62
2019,4,20,0.0,22.27,49.8,1.67
2019,4,21,0.0,23.98,46.13,2.08
2019,4,22,0.0,25.27,44.5,2.44
2019,4,23,0.0,27.32,39.66,2.36
2019,4,24,0.87,27.69,39.89,2.06
2019,4,25,1.26,27.51,37.85,1.72
2019,4,26,0.7,27.15,38.81,2.38
2019,4,27,0.0,26.24,32.99,3.33
2019,4,28,0.0,25.95,30.16,3.0
2019,4,29,0.0,26.88,25.42,2.28
2019,4,30,1.3,28.17,26.99,1.93
2019,5,1,5.05,27.35,37.94,2.67
2019,5,2,2.58,26.92,36.04,2.0
2019,5,3,0.82,25.14,36.62,2.16
2019,5,4,0.0,24.99,30.34,2.3
2019,5,5,0.04,25.44,27.31,2.71
2019,5,6,0.01,26.66,24.05,2.64
2019,5,7,0.0,27.36,25.38,2.45
2019,5,8,0.0,28.03,25.15,2.76
2019,5,9,0.0,28.91,26.31,2.95
2019,5,10,1.72,29.33,34.44,2.01
2019,5,11,1.21,27.38,41.67,1.68
2019,5,12,0.29,27.27,38.43,2.19
2019,5,13,2.38,28.07,37.66,1.84
2019,5,14,3.55,25.75,47.13,1.52
2019,5,15,1.19,27.03,40.09,1.51
2019,5,16,1.76,26.67,44.19,2.13
2019,5,17,6.9,25.6,49.98,1.77
2019,5,18,0.75,24.92,48.81,1.78
2019,5,19,0.0,26.65,40.83,2.45
2019,5,20,0.0,27.61,35.53,2.43
2019,5,21,0.0,28.36,30.77,2.07
2019,5,22,0.0,29.66,29.51,2.07
2019,5,23,3.39,29.21,39.87,2.0
2019,5,24,4.49,26.38,54.77,2.09
2019,5,25,0.23,25.74,46.7,2.3
2019,5,26,0.06,27.85,36.0,2.28
2019,5,27,0.01,28.71,27.92,2.43
2019,5,28,0.0,29.07,22.85,2.5
2019,5,29,0.0,30.81,22.46,2.61
2019,5,30,0.0,31.84,23.17,2.58
2019,5,31,0.0,32.74,20.5,2.34
2019,6,1,0.06,33.95,19.55,1.94
2019,6,2,1.38,32.47,24.8,2.6
2019,6,3,3.36,32.0,26.28,2.29
2019,6,4,0.67,30.98,28.44,2.07
2019,6,5,0.01,32.59,21.65,1.9
2019,6,6,0.56,33.01,24.98,1.26
2019,6,7,0.25,30.98,27.57,2.01
2019,6,8,0.03,32.03,22.97,2.48
2019,6,9,0.0,32.67,22.27,2.88
2019,6,10,0.0,33.45,19.22,2.57
2019,6,11,0.88,35.12,18.47,1.99
2019,6,12,12.0,31.82,35.29,2.4
2019,6,13,0.14,31.19,34.19,2.16
2019,6,14,0.0,31.52,19.61,2.26
2019,6,15,0.0,32.18,21.73,2.47
2019,6,16,0.23,30.58,38.67,3.07
2019,6,17,8.61,29.97,45.01,2.64
2019,6,18,7.67,26.31,58.03,2.25
2019,6,19,0.23,28.4,46.66,1.9
2019,6,20,2.69,27.91,50.12,1.76
2019,6,21,0.45,29.73,42.74,1.94
2019,6,22,0.32,31.12,35.77,1.74
2019,6,23,0.56,30.49,40.01,2.19
2019,6,24,10.09,29.03,55.3,2.07
2019,6,25,5.51,27.8,66.9,1.5
2019,6,26,0.06,30.8,42.82,2.57
2019,6,27,0.85,31.27,39.22,2.76
2019,6,28,0.04,31.41,37.82,2.63
2019,6,29,0.04,32.47,36.75,2.24
2019,6,30,2.2,32.92,37.13,1.71
2019,7,1,0.63,32.48,37.14,1.86
2019,7,2,0.0,32.92,33.75,1.84
2019,7,3,3.45,32.4,38.53,1.87
2019,7,4,13.42,30.01,57.8,1.59
2019,7,5,2.58,30.96,50.55,1.81
2019,7,6,5.94,30.07,56.19,1.76
2019,7,7,9.2,28.83,65.07,1.72
2019,7,8,2.77,30.7,55.81,1.55
2019,7,9,20.46,28.43,68.96,2.0
2019,7,10,10.8,28.82,61.59,1.7
2019,7,11,14.89,29.36,57.56,1.63
2019,7,12,7.06,29.06,61.53,1.83
2019,7,13,16.45,28.1,67.37,1.82
2019,7,14,31.7,25.86,78.07,1.86
2019,7,15,25.73,25.09,79.66,1.38
2019,7,16,17.26,25.07,77.6,1.32
2019,7,17,4.3,24.82,78.82,1.32
2019,7,18,1.69,26.02,75.73,1.03
2019,7,19,2.82,26.28,76.96,1.78
2019,7,20,3.69,26.72,75.24,1.68
2019,7,21,1.32,27.06,73.08,1.57
2019,7,22,0.17,27.57,71.47,1.54
2019,7,23,0.2,28.38,69.13,1.72
2019,7,24,3.27,28.56,67.8,1.84
2019,7,25,9.47,26.04,79.42,1.67
2019,7,26,26.66,25.28,83.54,1.31
2019,7,27,22.71,24.96,85.44,2.06
2019,7,28,1.14,26.55,78.33,1.49
2019,7,29,3.2,26.56,81.16,1.23
2019,7,30,2.82,26.15,81.06,1.68
2019,7,31,7.41,25.2,84.71,1.7
2019,8,1,13.85,25.2,87.93,1.93
2019,8,2,14.02,25.93,83.09,1.33
2019,8,3,6.01,25.44,82.99,1.21
2019,8,4,15.93,26.44,78.07,1.63
2019,8,5,4.87,26.59,81.31,1.47
2019,8,6,13.45,26.51,80.82,1.13
2019,8,7,8.31,25.65,80.0,1.21
2019,8,8,2.18,26.38,71.78,0.99
2019,8,9,7.89,25.57,82.4,1.29
2019,8,10,1.85,25.64,85.42,1.05
2019,8,11,11.6,25.82,85.65,1.12
2019,8,12,5.22,25.79,86.39,1.74
2019,8,13,16.9,25.88,87.11,1.38
2019,8,14,6.24,25.49,84.33,1.24
2019,8,15,4.37,25.0,88.21,1.21
2019,8,16,23.0,24.38,89.17,1.38
2019,8,17,52.49,24.39,87.24,1.22
2019,8,18,73.07,23.41,92.42,2.92
2019,8,19,4.51,24.93,84.31,1.09
2019,8,20,0.04,24.26,84.71,1.98
2019,8,21,2.24,24.37,77.77,1.83
2019,8,22,0.16,24.95,72.68,1.05
2019,8,23,9.63,25.7,76.21,1.14
2019,8,24,9.93,25.67,78.98,1.08
2019,8,25,5.0,24.27,86.89,1.21
2019,8,26,3.69,25.36,79.42,1.12
2019,8,27,0.08,25.95,80.09,1.02
2019,8,28,0.09,26.66,77.75,1.25
2019,8,29,3.93,26.3,82.83,1.15
2019,8,30,2.29,25.51,87.02,1.44
2019,8,31,5.28,25.53,86.25,1.61
2019,9,1,9.38,25.18,85.27,1.15
2019,9,2,3.48,25.42,87.07,1.5
2019,9,3,4.77,25.19,86.5,1.46
2019,9,4,12.87,25.33,84.7,1.27
2019,9,5,8.57,25.21,86.99,1.19
2019,9,6,3.36,25.39,86.34,1.28
2019,9,7,1.15,25.3,86.17,1.27
2019,9,8,0.27,24.81,81.62,1.37
2019,9,9,0.0,24.75,80.46,1.73
2019,9,10,0.16,24.54,78.67,1.7
2019,9,11,1.52,25.56,77.14,1.33
2019,9,12,0.63,25.56,77.45,1.26
2019,9,13,0.23,25.66,78.33,0.99
2019,9,14,1.03,25.46,78.04,1.34
2019,9,15,1.55,24.34,82.02,1.46
2019,9,16,0.09,24.32,77.41,1.7
2019,9,17,0.07,24.3,68.12,1.47
2019,9,18,0.5,23.67,70.73,1.31
2019,9,19,0.84,22.69,83.04,1.38
2019,9,20,1.71,23.25,81.53,1.23
2019,9,21,2.69,23.97,74.47,1.03
2019,9,22,9.31,23.3,78.44,1.02
2019,9,23,0.59,23.25,78.41,1.27
2019,9,24,0.84,23.29,81.49,1.19
2019,9,25,1.34,23.4,81.89,1.28
2019,9,26,8.72,22.91,86.28,1.3
2019,9,27,7.4,22.41,87.41,1.38
2019,9,28,30.16,21.98,84.46,1.18
2019,9,29,9.02,21.31,86.61,1.21
2019,9,30,21.07,21.56,86.08,0.96
2019,10,1,3.42,21.22,87.56,1.17
2019,10,2,0.02,21.11,82.73,1.16
2019,10,3,2.02,20.86,78.63,1.16
2019,10,4,0.03,20.82,65.56,0.91
2019,10,5,0.0,19.64,66.07,1.38
2019,10,6,0.05,20.42,68.67,0.97
2019,10,7,0.91,20.63,70.87,1.43
2019,10,8,0.16,20.85,67.85,1.22
2019,10,9,1.73,20.4,71.17,1.17
2019,10,10,0.0,19.59,70.66,1.28
2019,10,11,0.0,19.96,72.24,1.22
2019,10,12,0.0,19.86,69.68,1.34
2019,10,13,0.0,19.92,71.98,1.63
2019,10,14,0.01,20.63,72.09,1.43
2019,10,15,0.01,20.13,66.41,1.29
2019,10,16,0.0,19.86,61.77,1.31
2019,10,17,0.28,19.95,60.28,1.3
2019,10,18,0.19,19.37,60.28,1.37
2019,10,19,0.04,20.32,54.87,1.46
2019,10,20,0.0,18.91,56.46,1.35
2019,10,21,0.0,18.29,54.77,1.43
2019,10,22,0.0,18.46,53.71,1.8
2019,10,23,0.0,18.8,52.46,1.7
2019,10,24,0.0,18.76,52.05,1.5
2019,10,25,0.0,18.11,57.78,1.4
2019,10,26,0.0,17.9,59.04,1.44
2019,10,27,0.0,18.17,57.97,1.64
2019,10,28,0.0,18.93,56.24,1.32
2019,10,29,0.0,19.43,57.2,1.57
2019,10,30,0.0,19.34,57.75,1.63
2019,10,31,0.0,19.08,57.24,1.84
2019,11,1,0.0,19.43,52.78,1.46
2019,11,2,0.0,18.98,54.69,1.28
